province,prefecture,pop,pop_dens,cases,cases_100k,deaths,deaths_100k,mortality,CO_s5,NO2_s5,O3_s5,SO2_s5,Aerosol_s5,HCHO_s5,PM25_gr,PM10_gr,CO_gr,NO2_gr,O3_gr,SO2_gr
Henan,Jiaozuo,3590700,853.9941386,32,0.891191133,1,0.027849723,3.125,0.052876463,0.000132615,0.133811119,0.000149319,-0.970036651,0.000207746,144.4686102,81.08309821,20.94831908,20.08732956,16.9710391,33.1194387
Henan,Jiyuan shi,732700,387.1149021,5,0.682407534,0,0,0,0.050336044,0.000103236,0.133233903,0.000145975,-1.03148928,0.000201446,128.4919355,86.29737903,14.87487386,14.32459677,15.58054711,27.73891129
Henan,Kaifeng,4564900,729.656823,26,0.569563408,0,0,0,0.050881482,0.000110071,0.132816885,0.000102838,-0.970843873,0.000192784,138.1806193,81.59932935,13.86301461,16.77161607,21.53462936,15.08986917
Henan,Luohe,2665300,1007.416203,36,1.35069223,0,0,0,0.050131327,8.86E-05,0.130133325,6.19E-05,-1.011247871,0.000188181,,,,,,
Henan,Luoyang,6888500,457.7222412,31,0.450025405,1,0.014516949,3.225806452,0.044145279,6.19E-05,0.130735899,8.48E-05,-1.069599617,0.000172782,138.0048439,85.83714789,17.17080576,20.37618832,24.69084433,23.82422468
Henan,Nanyang,10013600,377.120584,156,1.557881281,3,0.029959255,1.923076923,0.047181603,5.44E-05,0.128117547,4.07E-05,-1.03240203,0.000182245,139.2776416,96.78605727,10.86240485,13.80796347,36.49116951,12.30397305
Henan,Pingdingshan,5027700,638.0715342,58,1.153609006,1,0.01988981,1.724137931,0.048881278,8.00E-05,0.130121163,5.64E-05,-1.014863143,0.000196098,151.8598097,94.09603065,10.59371737,20.51945213,33.70203597,25.63723193
Henan,Puyang,3609400,860.556577,17,0.470992409,0,0,0,0.051489513,0.000121568,0.136456759,0.000116963,-0.981277326,0.000204057,153.459074,90.42626144,13.79818885,19.94533568,24.78124216,16.7602939
Henan,Sanmenxia,2272900,228.9429788,7,0.307976594,1,0.043996656,14.28571429,0.040688553,5.30E-05,0.130322847,6.70E-05,-1.055329669,0.000150827,153.672049,87.83564661,15.09571716,18.5788156,20.85653765,30.19652931
Henan,Shangqiu,7325300,683.6522215,91,1.242269941,3,0.040953954,3.296703297,0.049784249,9.18E-05,0.132214806,8.49E-05,-1.035250571,0.000182824,135.4886364,72.55519481,6.883169935,15.58198052,31.04493464,12.48782468
Henan,Xinxiang,5794100,703.1642391,57,0.983759341,3,0.051776807,5.263157895,0.052729574,0.000131139,0.134502556,0.000124491,-0.985608719,0.000201668,154.2737268,98.53078043,13.14574304,20.92812495,21.89931297,22.30893153
Henan,Xinyang,6474100,342.4625768,274,4.232248498,2,0.030892325,0.729927007,0.048272282,5.50E-05,0.126618032,3.54E-05,-1.068077259,0.000178335,,,,,,
Henan,Xuchang,4437400,887.985272,39,0.878893045,1,0.022535719,2.564102564,0.050245715,0.000102399,0.131202784,8.81E-05,-0.99559285,0.000199301,144.5619957,91.02397227,12.86420059,22.2770703,21.16243076,15.42287314
Henan,Zhengzhou,10136000,1347.839206,157,1.548934491,5,0.049329124,3.184713376,0.050231398,0.0001335,0.132548873,0.000125038,-0.972794323,0.000206159,157.1779282,107.3988126,14.31078017,24.65351315,23.11324547,17.60493008
Henan,Zhoukou,8677800,721.7941513,76,0.875798013,1,0.011523658,1.315789474,0.049964266,7.99E-05,0.130536497,7.19E-05,-1.020891866,0.000180692,149.6650277,94.06277791,21.87592626,10.61601841,15.52757297,12.0459567
Henan,Zhumadian,7036600,465.9856091,139,1.97538584,0,0,0,0.049363757,6.60E-05,0.128391007,4.12E-05,-1.020628288,0.000182765,,,,,,
Hubei,Enshi Tujia and Miao,3361000,138.9706966,252,7.497768521,7,0.208271348,2.777777778,0.037836377,2.06E-05,0.121207062,2.35E-05,-0.954278085,0.000124446,130.6506463,64.98525496,10.40797649,11.38534423,17.13548781,10.02805043
Hubei,Ezhou,1076900,532.053421,1394,129.445631,59,5.478688829,4.232424677,0.05067109,9.12E-05,0.123269357,4.97E-05,-1.044775093,0.000210588,140.2317033,74.38138092,13.92779339,15.6131243,26.52866509,11.97116844
Hubei,Huanggang,6341000,370.2991464,2907,45.84450402,125,1.971297903,4.2999656,0.046953719,5.06E-05,0.123725086,2.10E-05,-1.098548939,0.000185531,,,,,,
Hubei,Huangshi,2470500,539.0257616,1015,41.08480065,39,1.578627808,3.842364532,0.048945012,6.62E-05,0.122336053,1.13E-05,-1.043379281,0.000194415,145.8273312,80.52896978,15.44345549,18.45840674,20.56396763,14.56186091
Hubei,Jingmen,2901500,235.0124872,928,31.98345683,41,1.413062209,4.418103448,0.0486493,5.20E-05,0.124538636,2.02E-05,-1.056685377,0.000181412,145.7856894,88.92485697,9.086226061,15.51296623,29.22557684,16.05276145
Hubei,Jingzhou,5641700,400.2757739,1580,28.00574295,52,0.921707996,3.291139241,0.048784293,5.02E-05,0.122980084,9.96E-06,-1.03646365,0.0001893,113.1739101,62.00341603,10.44706482,13.43997271,31.4553938,12.44053598
Hubei,Qianjiang,437757,216.3224618,198,45.23057313,9,2.055935142,4.545454545,0.049225987,5.22E-05,0.123570005,7.38E-07,-1.044109897,0.0001879,147.5289492,77.79343034,8.658100825,13.75497521,23.05494195,13.2273041
Hubei,Shennongjia,1687005,522.4457675,11,0.652043118,0,0,0,0.033637525,1.64E-05,0.122910686,3.65E-05,-1.041770582,0.000107572,110.7121518,45.24093148,5.291632819,6.858295964,22.88609647,5.633333333
Hubei,Shiyan,3418000,144.6487582,672,19.66062025,8,0.234055003,1.19047619,0.040969702,2.55E-05,0.12589278,2.71E-05,-1.051658905,0.000147149,107.7453533,52.16226451,6.998217289,10.01351167,17.9806176,10.36234831
Hubei,Suizhou Shi,2210500,230.2010772,1307,59.12689437,45,2.035738521,3.442999235,0.048343951,5.06E-05,0.125824095,3.03E-05,-1.078372878,0.000185587,144.5280676,85.62185163,17.1438881,11.76672742,25.72940602,10.14839986
Hubei,Tianmen,788509,298.6904844,496,62.90353059,15,1.902324514,3.024193548,0.049647392,5.66E-05,0.123963184,8.86E-06,-1.032946874,0.000180255,138.5834077,64.90180752,6.165379373,8.723986321,24.04012483,6.484076433
Hubei,Wuhan,10892900,1300.241018,50340,462.0716246,3869,35.51854878,7.686805873,0.050669917,0.00010015,0.123752617,1.78E-05,-1.046914988,0.000209312,141.4532854,71.81974947,9.97355449,23.41802092,23.07090102,10.54780738
Hubei,Xiangfan,5654000,286.612579,1175,20.78174744,40,0.689777149,3.319148936,0.04644367,4.56E-05,0.125686477,2.24E-05,-1.036000827,0.000172757,133.7317756,72.66396441,8.534774104,13.71675364,36.92962391,10.20686956
Hubei,Xianning,2535100,260.0305903,836,32.97700288,15,0.591692635,1.794258373,0.046577517,4.29E-05,0.121755451,-3.91E-06,-1.045267411,0.00018703,130.2898103,68.72579483,12.75361544,10.49619082,25.17331524,7.645872561
Hubei,Xiantao,553029,218.9212962,575,103.9728477,22,3.978091565,3.826086957,0.049226581,5.60E-05,0.123416533,8.95E-06,-1.036098902,0.000187465,136.4650838,77.00863761,8.266157054,13.12539063,18.22210672,14.23554688
Hubei,Xiaogan,4915000,553.521776,3518,71.5768057,129,2.624618515,3.666856168,0.049600363,6.48E-05,0.124648404,3.30E-05,-1.069642776,0.00019425,145.7138452,81.32325804,12.84423564,10.8953525,26.76174177,8.855993551
Hubei,Yichang,4135600,194.3814732,931,22.51184834,37,0.870490376,3.866809882,0.042490172,3.57E-05,0.122915088,2.55E-05,-1.032814343,0.000155497,120.6965631,68.13147972,9.655879357,15.79796348,23.15123824,14.24183129
Hunan,Changde,5827200,319.2143157,82,1.40719385,0,0,0,0.046592155,3.64E-05,0.121648397,3.56E-06,-0.991558085,0.000179495,123.5973746,62.84896238,12.20996909,10.62143409,26.01717013,12.93339566
Hunan,Changsha,8154700,692.7171459,242,2.967613769,2,0.024525734,0.826446281,0.046617617,5.25E-05,0.120285289,-6.23E-06,-0.997226438,0.000192653,130.7236287,61.89092612,8.558228446,16.38498958,31.67940414,9.792950655
Hunan,Chenzhou,4744500,244.4590648,39,0.822004426,0,0,0,0.042193786,3.17E-05,0.117351465,-6.16E-06,-1.05057506,0.000150867,80.76629248,42.5545845,10.17699793,10.24268296,18.40273781,9.543314114
Hunan,Hengyang,7243400,471.393594,48,0.662672226,0,0,0,0.046499554,4.33E-05,0.118792336,-7.12E-06,-1.000345161,0.000184753,111.1366876,57.15125509,8.969898795,11.85945811,25.17489936,6.889569717
Hunan,Huaihua,4979600,180.6880636,40,0.803277372,0,0,0,0.043576493,2.68E-05,0.119084122,6.34E-06,-0.972068126,0.000161361,103.7977314,54.82251888,9.039082152,5.827487249,24.37573535,8.461027371
Hunan,Loudi,3931800,484.1875162,76,1.932956915,0,0,0,0.046738485,4.45E-05,0.119346435,2.25E-05,-0.98316467,0.000180207,99.43282104,56.23915254,7.882747548,6.812973123,24.41299889,13.33615299
Hunan,Shaoyang,7370500,319.8828725,102,1.383895258,1,0.013567601,0.980392157,0.0428996,3.14E-05,0.118154165,1.79E-05,-0.965419447,0.000163462,110.7954596,51.76918565,7.688735187,9.265465832,22.55040331,15.25118834
Hunan,Xiangtan,2864800,566.3460726,36,1.256632226,0,0,0,0.048734843,6.02E-05,0.119863032,3.01E-09,-0.9966816,0.000199876,134.3270403,74.06957836,9.591806921,21.56153449,37.74438528,15.14872064
Hunan,Xiangxi Tujia and Miao,2649500,170.9705734,8,0.301943763,0,0,0,0.042201903,2.49E-05,0.120118631,6.19E-07,-0.957496932,0.000151424,,,,,,
Hunan,Yiyang,4413800,362.3756162,60,1.359372876,0,0,0,0.047144764,3.70E-05,0.120692637,7.28E-07,-0.973058779,0.000185203,105.1407671,56.84327308,7.622430792,10.78361763,31.08342766,13.42544415
Hunan,Yongzhou,5452100,270.5596356,44,0.807028484,0,0,0,0.043234451,3.05E-05,0.117375596,-1.06E-05,-1.000648912,0.000160967,110.1793236,49.95910292,5.931239468,12.14384108,25.68773499,12.13250526
Hunan,Yueyang,5797100,390.9606342,156,2.691000673,1,0.017250004,0.641025641,0.047005984,4.55E-05,0.121373204,-7.00E-06,-1.009932035,0.000194579,126.8600649,69.85625851,12.12426069,9.344524523,20.07704498,15.52381944
Hunan,Zhangjiajie,1537900,160.9326725,5,0.325118668,0,0,0,0.042683453,2.50E-05,0.120932648,6.07E-06,-0.968439099,0.000148999,125.9605254,60.67532098,11.99065863,7.148812528,31.62800278,9.541812944
Hunan,Zhuzhou,4020800,356.1234149,80,1.9896538,0,0,0,0.044812138,4.14E-05,0.118755422,-3.07E-06,-1.039765377,0.000171439,123.5448987,62.45746121,7.950983827,15.3336622,32.881133,12.81686414
Jiangsu,Changzhou,4728600,1077.451361,51,1.078543332,0,0,0,0.049277342,0.000146044,0.125841721,5.44E-05,-1.04884489,0.00018694,117.2241927,61.8185233,5.850311641,18.21004726,27.83796295,13.26238341
Jiangsu,Huai'an,4925000,493.1492982,66,1.340101523,0,0,0,0.048170371,9.18E-05,0.129987625,8.63E-05,-1.077442019,0.000170123,,,,,,
Jiangsu,Lianyungang,4520000,610.2037232,48,1.061946903,0,0,0,0.051309696,0.000112877,0.133310478,0.000119602,-1.0571298,0.000171819,122.9214675,72.1560788,5.331787141,16.22088638,30.48860138,13.25628823
Jiangsu,Nanjing,8436200,1280.693021,93,1.102392072,0,0,0,0.049279605,0.000131963,0.126431974,5.84E-05,-1.07313877,0.000192152,126.1241003,73.37452758,5.124173258,22.76042011,29.88161056,10.38242132
Jiangsu,Nantong,7310000,821.0998817,40,0.547195622,0,0,0,0.04673411,0.000116716,0.12705303,5.48E-05,-0.991483529,0.000149884,113.4191202,58.88101186,3.905805015,14.49921051,34.45608663,12.93442299
Jiangsu,Suqian,4925900,574.1845919,13,0.263911163,0,0,0,0.049182811,9.47E-05,0.131140703,9.66E-05,-1.077741453,0.000178202,118.024507,68.93912123,6.002339781,13.47424641,27.12199865,9.970428809
Jiangsu,Suzhou,10721700,1267.951687,87,0.811438485,0,0,0,0.047348021,0.000185385,0.125301621,6.10E-05,-0.999116127,0.000184171,112.1756454,57.96649412,5.304418878,17.9742142,28.97365839,9.599715964
Jiangsu,Taizhou,4635700,801.6051087,37,0.798153461,0,0,0,0.047750141,0.000126351,0.12806072,6.61E-05,-1.054546672,0.000168851,134.2562609,71.39193063,5.428350673,13.25475175,28.40511863,15.3069909
Jiangsu,Wuxi,6574500,1428.39279,55,0.836565518,0,0,0,0.04876054,0.000177052,0.125605715,5.67E-05,-1.023518832,0.000186844,121.8835589,63.91702263,6.356108904,17.69379639,29.00714175,13.34587637
Jiangsu,Xuzhou,8802000,784.0634936,79,0.89752329,0,0,0,0.051350387,0.000117209,0.132618484,0.000120606,-1.034181275,0.000185344,129.7646631,81.72767493,7.252153494,17.78794617,26.99915223,18.83972678
Jiangsu,Yancheng,7200000,469.4991618,27,0.375,0,0,0,0.047238264,8.24E-05,0.130394764,8.03E-05,-1.047586254,0.000151948,107.3845072,56.22299522,3.974155051,9.568108245,35.66324182,8.694088436
Jiangsu,Yangzhou,4531000,684.6912585,23,0.507614213,0,0,0,0.048085603,0.000109996,0.128457173,6.93E-05,-1.051924868,0.000169819,114.408161,62.66552721,3.683401875,12.88074285,26.43798298,11.95087168
Jiangsu,Zhenjiang,3196400,835.3611736,12,0.37542235,0,0,0,0.048966477,0.000143381,0.126693581,5.15E-05,-1.066057226,0.000184299,127.1871341,65.38582616,6.377307005,20.30241424,24.69741643,12.37645118
Jiangxi,Fuzhou,4031037,214.1533686,72,1.786140886,0,0,0,0.042832706,3.33E-05,0.119049489,7.61E-06,-1.09595369,0.000163274,92.69804058,44.852025,8.377408149,8.044924685,25.3386433,7.79204719
Jiangxi,Ganzhou,8635583,219.1005804,76,0.88007955,1,0.011579994,1.315789474,0.041065689,2.83E-05,0.11727571,-1.10E-05,-1.113139215,0.000147537,98.24324477,44.15172241,7.766099614,8.781361738,22.22269618,12.56058238
Jiangxi,Ji'an,4941941,195.3813321,22,0.445169216,0,0,0,0.044387098,3.55E-05,0.118558303,9.00E-06,-1.076935588,0.000163526,,,,,,
Jiangxi,Jingdezhen,1664901,316.5318895,6,0.360381788,0,0,0,0.045259222,3.81E-05,0.121422339,2.58E-05,-1.121319417,0.000178391,95.46645529,45.41079733,5.069325897,6.368578153,14.22499408,3.630621429
Jiangxi,Jiujiang,4873276,259.0788018,118,2.421369116,0,0,0,0.046156684,4.33E-05,0.121307453,1.28E-05,-1.079533676,0.000182187,108.1599475,56.00411317,7.081886864,13.1037458,25.09650932,16.18665659
Jiangxi,Nanchang,5463538,738.2745489,230,4.209726371,0,0,0,0.047233546,5.75E-05,0.120848149,2.09E-05,-1.061513138,0.000191329,104.1631988,57.22307524,8.239832353,13.83663374,25.46446461,11.94475349
Jiangxi,Pingxiang,1924998,507.2926657,33,1.714287495,0,0,0,0.04645347,4.83E-05,0.119084808,1.33E-05,-1.007195667,0.000172276,108.5988164,54.50008055,8.226823948,6.36997216,15.4316666,9.902508353
Jiangxi,Shangrao,6783414,297.6117054,123,1.81324625,0,0,0,0.044352352,3.86E-05,0.120501611,4.01E-05,-1.089535025,0.000174143,96.7178839,44.44223107,4.761424314,11.8479206,20.5248095,17.11926488
Jiangxi,Xinyu,1180699,369.2156118,130,11.01042687,0,0,0,0.047886009,6.49E-05,0.119629391,3.59E-05,-1.04175849,0.000181573,105.8230961,56.07489955,10.85033558,11.58050898,18.01740878,17.16571555
Jiangxi,Yichun,5553748,297.2447003,106,1.908620989,0,0,0,0.04558155,4.81E-05,0.120042939,1.66E-05,-1.054107054,0.000176311,99.72276283,43.97997407,7.712393697,8.918647983,17.43898758,9.784671286
Jiangxi,Yingtan,1167501,330.5568888,18,1.541754568,0,0,0,0.044605641,4.14E-05,0.120066218,3.46E-05,-1.079061544,0.000175174,86.41317952,61.83623177,5.818922656,8.675144585,25.2048319,13.75813659
Jilin,Baicheng,2032356,79.12293014,1,0.049203978,0,0,0,0.039156705,2.20E-05,0.161953217,0.000104598,-0.726166801,0.000100895,145.1165319,76.37265126,10.96401417,9.36276037,24.25113497,8.133451217
Jilin,Baishan,1296127,74.31617192,2,0,1,0,,0.037153144,1.95E-05,0.155323835,0.000113992,-1.1145318,8.43E-05,114.2318584,58.32123894,10.91327434,13.33097345,21.53958144,13.70884956
Jilin,Changchun,7674439,374.6368016,49,0.599392346,0,0,0,0.041808416,5.52E-05,0.160685703,0.000103118,-0.834567837,0.000121802,124.3859426,74.0164232,7.873620274,20.14589137,24.93088986,15.73315945
Jilin,Jilin,4413157,160.0891311,59,0.135957094,1,0,0,0.040704645,4.27E-05,0.159051536,0.000126758,-0.988455071,0.000112939,118.7686986,69.94802307,8.933484848,15.74107653,28.50491498,13.52105407
Jilin,Liaoyuan,1176239,227.9567682,7,0.595117149,0,0,0,0.042391881,4.88E-05,0.157199784,9.90E-05,-0.977915532,0.000113776,117.8488465,62.21612662,9.589810561,11.44225701,22.7477548,13.75163968
Jilin,Siping,3385156,236.3059422,21,0.443111041,1,0.029540736,6.666666667,0.042749641,5.30E-05,0.158928433,9.50E-05,-0.827525822,0.00011437,113.1865993,55.36911245,7.604517557,13.06176498,27.66987995,13.6879712
Jilin,Songyuan,2880086,135.8625782,2,0.069442371,0,0,0,0.040440584,3.28E-05,0.161494737,8.82E-05,-0.762353392,0.000108637,98.2960222,81.19796485,6.654024052,11.06197965,25.08418131,8.066604995
Jilin,Tonghua,2324439,148.869774,6,0.2581268,0,0,0,0.040688645,3.43E-05,0.155418347,0.000115074,-1.06058197,0.000100434,109.4723481,61.12601995,11.96645512,14.78331822,22.8081557,16.79510426
Jilin,Yanbian Korean,2270816,52.16278175,7,0.308259234,0,0,0,0.037604094,1.78E-05,0.158612327,0.000104658,-1.09274923,8.74E-05,75.81002088,40.62526096,5.401878914,10.9039666,22.03842049,8.504175365
Liaoning,Anshan,3598000,389.1420782,4,0.138966092,0,0,0,0.04860752,8.97E-05,0.152372644,0.000168575,-0.982348216,0.000120041,131.811553,80.76511501,14.50053754,16.98583513,24.57208887,23.49252658
Liaoning,Benxi,1687000,199.6807263,3,0.177830468,0,0,0,0.043440346,5.82E-05,0.153702212,0.000137766,-1.115872832,0.000102204,120.7442927,71.49297314,16.31405727,19.29276195,23.96737026,20.52192223
Liaoning,Chaoyang,2949000,149.8557208,6,0.2034588,1,0.0339098,16.66666667,0.041911294,4.49E-05,0.153290493,0.000144969,-0.977886774,0.000113305,116.4189681,71.0419864,19.20441686,11.19711117,16.01034676,25.42515438
Liaoning,Dalian,6988000,558.8922289,18,0.386376646,0,0,0,0.047343276,7.62E-05,0.149459841,0.00014975,-0.963378907,0.000119584,107.4409879,60.46630707,7.19230247,17.33302963,27.06500756,14.60631511
Liaoning,Dandong,2395000,162.0562155,11,0.459290188,0,0,0,0.044099276,4.57E-05,0.152158741,0.000155683,-1.052955139,0.00010619,112.2751213,59.8964671,13.22705699,13.76913036,22.66693905,18.25544805
Liaoning,Fushun,2065000,183.7747999,1,0.04842615,0,0,0,0.043049661,5.66E-05,0.155275311,0.000135954,-1.085280382,0.000107357,114.7262168,67.1963262,12.36045867,16.13025882,24.64175258,17.05006903
Liaoning,Fuxin,1766000,171.2896892,8,0.453001133,0,0,0,0.042640967,4.55E-05,0.155850778,0.000134967,-0.852960201,0.000112097,106.4229613,80.65770254,13.24229246,14.33419196,21.98699574,27.57712081
Liaoning,Huludao,2547000,247.2298537,12,0.471142521,1,0.039261877,8.333333333,0.046346537,6.99E-05,0.151545608,0.000162324,-0.988438046,0.000134065,117.5192645,74.3118592,14.05568575,18.75458173,26.19368422,24.30718169
Liaoning,Jinzhou,3050000,305.7977947,12,0.393442623,0,0,0,0.045796371,6.69E-05,0.154167316,0.000180675,-0.878745877,0.000123353,122.7404643,70.89982251,11.58230025,18.9240751,27.53725671,27.58209193
Liaoning,Liaoyang,1837000,393.4410319,3,0.217746326,0,0,0,0.050379826,0.000118376,0.153601896,0.00019118,-0.988494437,0.000124575,132.8995394,75.79286395,16.76308345,16.02456208,23.39291722,22.73756289
Liaoning,Panjin,1437000,395.5513457,11,0.765483646,0,0,0,0.047322062,7.86E-05,0.153528774,0.000158351,-0.928993046,0.000122788,117.539333,61.79456867,11.80889556,13.90857776,28.7046915,14.58823687
Liaoning,Shenyang,8294000,643.3432462,31,0.421991801,0,0,0,0.047068238,9.20E-05,0.155808636,0.000153114,-0.821760163,0.000122038,132.0640371,81.39046622,9.641938516,21.67443132,25.75126556,29.38594732
Liaoning,Yingkou,2438000,469.8582554,1,0.041017227,0,0,0,0.048970743,9.39E-05,0.15157094,0.00016328,-1.005873536,0.000122529,106.3680712,59.35411363,10.26411902,16.85517779,34.38782337,17.61357436
Nei Mongol,Alxa,249400,1.036078396,0,0,0,0,,0.030319139,1.49E-05,0.142240801,6.24E-05,-0.45801664,7.25E-05,92.89067439,56.48803281,6.87889494,5.389929587,35.75102401,5.005894127
Nei Mongol,Baotou,2888700,114.0322555,11,0.380794129,0,0,0,0.031593078,2.97E-05,0.147483074,7.54E-05,-0.749154431,7.39E-05,116.8265051,89.86655858,13.42849994,20.8463273,25.38479258,22.98836723
Nei Mongol,Baynnur,1689700,26.25845527,8,0.473456827,1,0.059182103,12.5,0.031088179,2.21E-05,0.14599629,6.93E-05,-0.62323298,7.40E-05,92.91215617,59.54569654,4.617568767,10.71783496,26.72423146,11.35758651
Nei Mongol,Chifeng,4321800,50.92292333,9,0.208246564,0,0,0,0.034840886,1.66E-05,0.155557121,8.82E-05,-0.839304094,8.17E-05,99.51811713,70.2306845,9.120899682,12.14172872,28.32842083,23.07614126
Nei Mongol,Hohhot,3126400,160.354249,7,0.223899693,0,0,0,0.034291485,7.28E-05,0.145865815,0.000107514,-0.908563506,9.42E-05,81.31168831,39.94155844,27.01298701,22.66883117,15.97402597,34.66233766
Nei Mongol,Hulunbuir,2530100,10.01538591,9,0.276668906,0,0,0,0.033898423,7.70E-06,0.166430259,3.71E-05,-1.012134892,6.23E-05,86.10885568,45.37293637,4.134285949,9.225952372,20.241511,4.836696381
Nei Mongol,Ordos,2078400,23.93041137,11,0.529253272,0,0,0,0.033389508,4.81E-05,0.142053692,0.00010891,-0.791866503,9.63E-05,89.58179393,55.12258718,6.181004489,10.00673733,39.50533469,15.52286295
Nei Mongol,Tongliao,3133200,52.8678478,7,0.223413762,0,0,0,0.038774491,2.42E-05,0.158349406,0.000100745,-0.78434609,9.69E-05,98.05675322,65.38870948,7.841446278,8.057344815,23.91664918,7.565151298
Nei Mongol,Ulaan Chab,2096100,38.34052419,3,0.143122943,0,0,0,0.031672933,2.50E-05,0.148598377,6.60E-05,-0.788543256,7.48E-05,98.46278027,48.06367713,4.411659193,12.64573991,31.05812897,8.50941704
Nei Mongol,Wuhai,563300,365.5149081,2,0.355050595,0,0,0,0.036487232,0.000119217,0.141729707,0.000230187,-0.756579176,0.000107177,111.1381587,88.25492117,9.184092114,11.97806287,28.46750183,24.58315119
Nei Mongol,Xilin Gol,1054800,5.190356058,9,0.853242321,0,0,0,0.031610054,9.62E-06,0.155154948,6.51E-05,-0.701932047,6.71E-05,48.77955215,41.29284523,5.282247156,3.723181667,19.05487371,9.240989675
Nei Mongol,Xing'an,1607900,30.02775563,1,0.062192922,0,0,0,0.035001686,1.17E-05,0.162105132,9.42E-05,-0.946253672,7.57E-05,69.33421751,35.86914235,4.514588859,6.021220159,25.6899017,3.274977896
Ningxia Hui,Guyuan,1228237,108.8197607,5,0.407087557,0,0,0,0.029362401,2.19E-05,0.132032367,8.19E-05,-0.915447967,9.37E-05,,,,,,
Ningxia Hui,Shizuishan,802978,182.5500139,1,0.124536413,0,0,0,0.038133476,8.69E-05,0.14052632,0.000185325,-0.83976561,0.000109264,112.0172608,82.10134234,8.308158754,12.90280722,23.51683461,29.90322922
Ningxia Hui,Wuzhong,1403742,84.92159419,28,1.994668536,0,0,0,0.031598671,3.30E-05,0.136328778,0.000100747,-0.758201996,9.92E-05,,,,,,
Ningxia Hui,Yinchuan,2225391,308.3731862,36,1.61769325,0,0,0,0.034997103,7.27E-05,0.138519783,0.000146883,-0.782182047,0.000115716,111.9021468,80.12684195,9.930856915,16.54989429,25.31294809,22.79209227
Ningxia Hui,Zhongwei,1157525,93.13765093,4,0.345564891,0,0,0,0.030491701,3.05E-05,0.13488263,9.42E-05,-0.781543288,9.79E-05,,,,,,
Qinghai,Golog Tibetan,205660,2.681729759,0,0,0,0,,0.017377177,7.99E-06,0.124847986,7.32E-06,-0.94225064,5.11E-05,,,,,,
Qinghai,GyÃªgu Tibetan,409500,1.675430404,0,0,0,0,,0.016100661,7.21E-06,0.124884903,8.39E-07,-0.858788466,5.03E-05,,,,,,
Qinghai,Haibei Tibetan,283000,9.109523512,3,1.060070671,0,0,0,0.019166696,8.53E-06,0.133233491,2.96E-05,-0.982630485,5.31E-05,,,,,,
Qinghai,Haidong,1470800,112.900367,0,0,0,0,,0.025124591,2.87E-05,0.131258112,8.52E-05,-1.027959269,8.73E-05,112.5974146,71.93721145,10.92982456,15.14127424,28.7593985,13.24284395
Qinghai,Hainan Tibetan,472400,10.41708573,0,0,0,0,,0.019819919,9.09E-06,0.129490257,2.76E-05,-0.871836186,6.27E-05,,,,,,
